Num;Code_SN;Code_DE
110;SN38;DE9
111;SN15c;DE4
112;SN1g;DE1
113;SN6g;DE5
114;SN6c;DE2
115;SN6;DE4
116;SN13c;DE3
117;SN33;DE6
118;SN34;DE1
119;SN4c;DE10
120;SN39;DE5
121;SN35;DE9
122;SN37;DE6
123;SN26;DE4
124;SN1;DE5
125;SN4;DE9
126;SN10;DE8
127;SN6c;DE4
128;SN39;DE7
129;SN26;DE1
130;SN7c;DE6
131;SN15c;DE3
132;SN8;DE2
133;SN14c;DE9
134;SN5;DE5
135;SN22;DE3
136;SN36;DE1
137;SN6g;DE4
138;SN25;DE7
139;SN13c;DE2
140;SN38;DE10
141;SN35;DE8
142;SN10c;DE4
143;SN37;DE6
144;SN39;DE4
145;SN35;DE7
146;SN36;DE9
147;SN22;DE3
148;SN6g;DE1
149;SN6c;DE8
150;SN7c;DE5
151;SN1;DE6
152;SN15c;DE2
153;SN26;DE1
154;SN25;DE4
155;SN3c;DE3
156;SN4;DE9
157;SN5;DE6
158;SN34;DE8
159;SN4c;DE5
160;SN33;DE7
161;SN21;DE5
162;SN14c;DE9
163;SN37;DE6
164;SN4c;DE9
165;SN39;DE4
166;SN33;DE5
167;SN26;DE1
168;SN6c;DE8
169;SN37;DE6
170;SN35;DE5
171;SN12c;DE7
172;SN29;DE3
173;SN10;DE9
174;SN1;DE6
175;SN6g;DE4
176;SN1c;DE1
177;SN7c;DE8
178;SN36;DE4
179;SN15c;DE10
180;SN14c;DE3
181;SN3c;DE2
182;SN30;DE6
183;SN38;DE5
184;SN39;DE5
185;SN35;DE9
186;SN10;DE3
187;SN26;DE1
188;SN37;DE6
189;SN6c;DE4
190;SN14c;DE2
191;SN33;DE7
192;SN38;DE3
193;SN39;DE5
194;SN1;DE9
195;SN6g;DE6
196;SN33;DE7
197;SN6c;DE4
198;SN7;DE3
199;SN25;DE2
200;SN35;DE8
201;SN36;DE1
202;SN7c;DE5
203;SN9c;DE9
204;SN15c;DE2
205;SN14c;DE10
206;SN26;DE1
207;SN22;DE3
208;SN10;DE1
209;SN38;DE9
210;SN12c;DE4
211;SN29;DE7
212;SN37;DE6
213;SN1;DE5
214;SN39;DE7
215;SN35;DE6
216;SN26;DE1
217;SN15c;DE9
218;SN14c;DE8
219;SN10;DE3
220;SN9;DE4
221;SN29;DE2
222;SN36;DE4
223;SN6c;DE9
224;SN34;DE7
225;SN33;DE6
226;SN11c;DE5
227;SN22;DE3
228;SN25;DE4
229;SN4;DE8
230;SN6g;DE1
231;SN5;DE10
232;SN7;DE1
233;SN39;DE5
234;SN35;DE7
235;SN6g;DE1
236;SN11c;DE9
237;SN7c;DE3
238;SN15c;DE8
239;SN14c;DE9
240;SN1g;DE5
241;SN22;DE6
242;SN4c;DE4
243;SN37;DE6
244;SN40;DE5
245;SN4;DE4
246;SN3g;DE2
247;SN36;DE1
248;SN10;DE8
249;SN29;DE7
250;SN12c;DE6
251;SN6;DE4
252;SN34;DE9
253;SN1;DE6
254;SN7c;DE7
255;SN2c;DE9
256;SN6c;DE8
257;SN6g;DE1
258;SN10;DE3
259;SN15c;DE4
260;SN33;DE5
261;SN36;DE2
262;SN35;DE7
263;SN39;DE5
264;SN3;DE10
265;SN40;DE1
266;SN4c;DE4
267;SN5;DE3
268;SN11c;DE2
269;SN1g;DE9
270;SN27;DE8
271;SN24;DE6
